Word,BestWordListResult,RandomWordListResult,AUDIOThenRandomWordsResult,AUDIOThenBestWordsResult
labia,5,5.4,4.2,5
clips,3,4.6,4.8,4
array,5,4.4,4.4,3
crowd,5,4.6,4.8,5
inurn,5,5.0,4.6,6
bikie,7,4.6,4.0,5
haver,8,7.4,6.6,8
brays,7,6.2,7.4,6
jibed,6,6.6,8.2,7
ouphs,6,4.6,4.0,5
ached,4,5.4,4.6,6
ovals,4,4.4,6.8,8
droit,3,4.4,4.2,4
asked,4,5.2,6.4,4
glary,5,4.4,5.4,4
deice,4,4.2,4.8,5
adder,5,5.6,3.4,3
pinky,4,5.2,6.0,5
simps,6,5.0,5.4,6
bicep,3,4.8,5.2,4
wiser,6,5.0,6.2,6
tondo,3,5.4,5.8,4
notal,5,3.8,4.2,5
cesti,4,5.4,4.8,5
burro,5,4.6,4.6,4
looks,7,6.6,6.8,5
spazz,6,5.4,5.6,6
kiths,5,6.0,5.2,5
mafia,5,4.8,5.2,6
haafs,6,5.8,6.4,6
bowed,5,6.6,7.4,6
aimed,3,5.6,3.8,4
downs,5,5.8,4.2,5
lieve,4,4.8,5.0,5
large,3,5.2,4.4,4
snide,3,4.8,4.6,4
mints,6,6.2,5.4,6
cisco,6,4.4,5.0,5
giron,3,4.8,4.8,4
flees,7,5.8,6.2,5
bluff,5,4.8,4.6,5
homey,4,5.0,5.8,5
faxes,9,7.0,7.8,9
ranid,3,4.6,3.8,3
waned,6,7.4,7.2,8
bubba,6,5.2,5.4,5
kafir,6,5.0,5.8,6
peril,4,3.2,4.6,3
gazoo,6,6.0,4.2,5
lords,3,5.2,4.4,3
talon,2,4.6,6.0,5
revet,8,5.2,5.8,6
grigs,7,5.0,6.0,6
xysti,3,4.0,3.8,4
mokes,6,5.8,5.0,6
rumba,6,4.4,4.2,4
shlub,4,4.0,3.8,4
purrs,7,5.4,5.8,5
rhyme,4,5.2,4.4,4
ritzy,4,4.0,5.4,3
psoas,7,6.0,8.6,8
maars,5,5.4,6.4,5
davit,6,4.2,3.2,3
ruffs,8,5.4,6.4,7
klick,5,4.8,5.4,7
brede,4,5.2,4.0,8
wafts,7,6.4,6.2,6
remix,3,4.0,4.0,5
grapy,3,4.6,6.0,5
loper,3,5.8,7.0,4
wordy,4,4.6,5.4,6
apple,6,5.0,4.6,5
sixes,9,7.0,6.6,9
loser,3,5.0,4.6,3
whack,4,4.0,5.8,4
junta,4,4.2,4.4,4
rheas,6,5.2,7.8,6
modus,5,5.0,3.2,3
coxed,8,7.6,9.6,11
rowdy,5,5.6,5.4,5
stack,5,5.6,6.6,5
stout,7,4.8,6.2,7
bhoot,4,4.2,5.0,7
yamun,4,4.6,5.0,5
verts,3,6.2,6.6,4
files,6,6.4,6.4,7
solid,2,3.8,4.0,2
silos,7,6.0,6.2,7
gains,5,6.4,6.4,7
caids,4,6.2,4.6,3
fussy,7,5.4,5.8,8
abohm,5,4.4,4.6,4
darns,4,6.0,5.4,4
poilu,3,4.8,3.0,3
mired,3,5.6,6.8,4
witty,6,6.0,5.2,5
minke,4,4.6,5.4,4
sound,3,5.0,4.0,4
parle,3,5.2,5.4,4
foamy,4,5.6,5.2,6
daisy,3,5.0,4.8,3
zoner,6,6.0,6.8,7
albas,7,3.8,6.0,7
kilts,7,6.2,6.4,7
nares,6,5.8,7.6,6
layed,5,5.6,9.0,6
spite,3,5.2,5.8,4
glint,3,4.2,5.2,4
gizmo,4,5.0,4.4,6
gyved,5,5.4,5.4,5
burse,4,5.4,5.6,7
trees,4,6.2,5.4,3
doter,2,6.2,5.4,3
laith,3,5.6,4.6,4
feast,8,4.4,6.4,8
puree,5,5.0,4.2,5
resew,8,5.4,4.4,4
cease,8,5.6,5.0,6
ortho,6,5.2,4.0,4
bider,4,6.4,5.8,4
sofar,5,5.0,5.0,6
beryl,4,4.2,4.4,4
odour,5,5.0,4.4,8
lithe,4,5.2,4.8,4
shoat,5,4.6,5.4,3
sweat,5,5.4,5.4,9
rishi,4,4.0,5.2,4
coifs,4,5.0,5.0,4
linos,4,5.8,4.4,4
femur,5,5.0,4.6,4
pedes,5,5.6,4.4,5
stuff,6,6.2,5.8,7
rance,3,5.4,5.2,3
lumen,4,4.8,4.8,4
evils,6,6.0,5.4,6
bunds,3,5.0,5.2,4
hents,7,5.0,7.0,6
outre,3,3.8,4.2,4
halma,5,4.2,4.8,5
churn,3,4.0,5.0,4
porno,3,4.8,3.8,3
chile,4,4.6,5.0,4
vinyl,3,5.4,5.0,4
allay,4,5.2,5.4,3
holms,5,6.0,5.2,5
pitas,5,5.4,5.0,7
lutea,2,5.0,4.4,3
gnawn,4,4.6,4.8,5
their,3,5.4,4.6,3
mirex,3,4.2,5.4,3
affix,6,4.4,5.6,6
genic,4,5.4,4.2,4
hoser,6,5.0,5.6,5
corms,6,7.2,7.0,5
fairs,7,6.8,6.0,6
jeton,5,5.0,5.8,5
chalk,3,4.8,5.0,4
anear,4,4.2,4.0,4
lamas,6,6.4,5.6,6
coots,5,5.2,8.2,5
casts,4,6.4,7.2,4
torta,3,4.0,5.4,5
oleos,5,5.0,5.4,5
align,5,4.0,3.8,3
spray,3,4.2,4.8,4
fires,6,5.8,6.8,6
fados,5,5.2,4.4,3
sagas,6,5.6,5.6,6
hying,3,4.4,4.4,4
slaty,2,4.8,5.4,4
quipu,4,4.4,5.2,5
teind,3,4.2,4.0,4
styes,6,5.4,5.4,3
paned,3,5.6,5.8,5
alate,6,4.4,4.4,5
pupae,4,4.2,4.6,4
zoeal,4,5.0,5.0,3
rased,5,5.8,7.6,3
dodgy,5,4.4,3.8,5
linty,3,5.0,5.4,3
gamma,6,4.8,6.0,6
folky,4,6.0,5.0,4
boded,8,6.2,4.8,6
unais,4,4.0,3.2,2
duces,4,5.8,5.4,4
whelk,5,4.4,5.4,6
fatty,6,5.6,4.6,7
glory,3,4.2,5.8,4
harpy,5,4.6,4.6,6
momes,8,7.8,6.8,6
quips,5,5.2,5.0,5
alkie,4,5.2,4.6,4
lisle,4,4.8,4.4,5
filed,4,6.4,5.2,5
pinny,5,6.0,7.0,6
moral,5,5.0,6.0,6
dexie,4,5.4,5.4,4
strut,5,5.2,5.4,4
caulk,3,5.0,4.6,4
titer,6,7.6,6.8,6
gomer,5,4.8,5.8,5
reefy,6,5.8,5.0,6
eosin,4,4.2,4.8,4
rabbi,5,5.0,4.6,5
truer,5,5.8,4.8,3
curie,3,4.6,3.8,3
pairs,4,6.6,7.0,3
evens,6,4.4,4.2,6
halls,6,6.4,7.8,8
maxes,9,7.6,7.6,9
codec,5,6.2,5.2,7
stoke,6,4.8,5.4,6
teffs,8,7.2,5.4,8
armed,4,4.0,4.6,4
lanes,2,6.8,8.8,3
oakum,4,4.8,2.8,5
bubby,6,6.4,6.8,6
zaire,3,5.2,5.8,3
stunt,6,4.4,5.2,4
chore,3,5.0,4.8,5
paler,3,5.0,6.2,4
imago,4,4.6,3.2,3
music,3,4.6,4.8,4
botas,6,5.8,5.6,5
muser,5,5.2,4.8,5
wifed,7,6.2,8.2,8
zonal,6,4.2,4.6,5
kames,7,7.0,6.2,8
halos,4,5.8,4.6,7
slags,6,6.6,7.0,7
vatus,6,6.2,5.4,4
lemon,3,5.4,4.6,4
culet,3,4.6,4.6,3
heads,6,4.6,6.4,7
monie,3,5.6,4.6,3
kyars,6,5.2,5.4,4
shrub,5,4.4,4.8,5
thiol,3,4.0,4.8,4
liman,4,5.2,5.2,5
carls,3,7.6,6.8,3
dural,3,5.4,3.6,3
tolus,3,5.6,4.6,4
shuck,5,4.4,4.4,4
axils,5,4.6,4.6,5
zazen,7,4.8,5.4,7
grana,6,5.6,4.4,5
limes,4,6.8,6.6,4
feint,4,4.2,5.2,4
conic,4,4.6,4.6,6
updos,4,5.0,3.0,4
dawed,8,7.8,6.2,4
wanly,4,5.6,6.2,4
unpen,5,4.4,4.8,5
daily,2,5.0,3.8,3
singe,4,4.8,5.4,4
wimps,5,5.0,6.6,5
drubs,6,5.4,4.0,6
baldy,3,5.8,4.6,4
elute,5,4.8,4.8,5
buggy,5,6.2,6.4,5
talks,5,6.0,5.8,4
yonic,3,4.8,5.0,5
guest,4,4.0,5.2,4
vigor,4,5.0,5.0,6
dilly,4,5.6,6.0,5
hempy,5,5.8,5.0,4
radar,4,4.6,4.4,4
whelm,6,5.4,5.0,5
purin,3,4.2,3.8,3
cists,5,6.6,7.4,5
crock,6,5.2,5.2,5
boles,5,4.8,7.6,5
gimps,4,5.0,6.4,4
stark,7,5.6,4.6,7
welch,5,5.6,5.4,4
daube,4,5.4,4.2,3
logon,4,4.0,4.6,4
yelks,6,5.6,5.0,4
sinks,9,8.0,6.4,8
takas,8,6.4,5.8,7
dower,5,5.4,5.6,5
dures,4,5.4,4.2,2
hajji,6,5.6,6.0,6
louie,2,4.4,2.4,3
cares,3,7.4,5.0,4
javas,8,5.6,8.0,8
torse,2,5.0,5.6,3
praus,5,4.8,4.8,3
quash,5,5.2,5.6,4
raper,6,5.6,7.4,7
winks,7,7.0,6.4,6
virga,4,4.4,5.2,5
sodas,4,5.2,4.2,3
peeks,4,5.0,6.4,5
vivid,5,5.0,4.6,5
lumpy,5,4.6,5.0,3
jimpy,6,6.0,5.2,6
bowel,5,5.2,5.4,5
skite,5,5.4,5.0,6
delay,3,5.2,5.0,4
refed,8,5.0,5.6,5
kolas,6,4.8,5.4,6
toled,3,4.6,5.6,3
topic,3,6.0,4.2,4
inker,4,6.8,5.6,6
cysts,4,4.0,4.0,4
putti,4,3.8,4.2,6
knead,5,4.4,5.0,6
recti,3,4.2,5.2,7
cigar,4,3.8,4.4,4
tress,6,6.0,6.8,5
flaxy,7,4.8,6.0,6
disme,5,4.4,4.2,4
tamed,2,4.8,5.8,4
rumps,4,4.8,4.2,4
shops,6,5.4,5.6,6
pedal,4,4.8,5.2,4
nakfa,5,3.6,5.0,7
adman,5,4.8,3.8,4
donas,3,5.2,4.0,3
cocky,5,6.0,5.2,5
pages,4,5.8,7.8,5
jokey,6,5.4,6.8,6
inane,3,4.4,5.6,5
yeahs,6,5.0,5.6,6
wives,8,6.2,6.6,9
wirra,5,4.8,5.4,7
haded,8,7.8,4.4,5
maids,4,4.6,5.8,4
scats,3,4.8,4.8,6
ninja,6,5.4,5.4,6
snibs,5,6.0,4.6,8
sanga,5,5.2,4.8,5
toady,3,4.0,3.8,3
fling,4,4.4,4.8,5
stink,5,4.4,5.0,5
wites,9,7.2,8.0,9
socas,3,4.6,6.6,5
angry,6,4.8,4.8,3
gemot,5,4.4,4.8,5
cusks,5,5.4,6.0,5
kissy,7,4.6,5.2,4
condo,5,5.4,3.8,3
finch,5,5.8,5.0,5
guide,3,4.0,3.2,3
yabby,6,6.2,6.0,7
looby,4,5.4,5.2,6
hamza,5,5.4,5.4,6
spaed,2,4.0,6.8,9
tempi,5,4.4,5.0,4
frith,6,5.6,5.4,6
flame,6,5.6,6.0,6
kebar,5,5.2,5.4,6
leafy,5,5.8,6.0,5
nocks,5,5.2,7.2,4
fried,5,6.0,7.8,6
gamey,3,4.8,5.0,5
togas,3,5.0,4.4,5
zoeas,3,6.4,7.2,3
marvy,5,3.8,5.4,5
schul,4,4.8,4.0,4
brawn,5,5.2,4.4,6
outer,3,6.8,3.6,3
rests,3,7.6,6.8,4
dread,9,4.6,4.4,9
orzos,8,5.4,5.2,8
cosie,4,5.2,4.2,3
aside,5,3.6,3.4,3
troak,3,5.0,4.4,5
kinos,6,5.2,5.4,5
bolts,4,7.0,6.4,4
seine,6,5.4,5.2,7
ports,2,5.6,6.6,3
biers,5,6.2,4.8,5
comte,4,4.4,3.8,4
amiga,5,3.6,4.4,4
goods,5,6.6,6.6,6
manse,4,4.8,5.4,4
corns,3,5.6,5.6,3
twain,3,5.0,5.2,5
pokey,6,4.2,4.8,6
manly,3,5.6,5.4,3
bugle,4,5.4,5.2,4
watch,7,7.8,7.2,8
staph,5,7.0,6.4,6
raspy,3,4.4,5.6,3
finca,4,4.6,6.4,4
durst,5,5.0,4.4,3
kicks,10,6.2,5.6,8
strep,2,5.0,5.0,3
bunco,3,4.2,4.0,3
sonde,2,4.8,4.4,3
kiddy,7,4.6,4.2,7
exude,4,4.6,4.0,5
gride,5,4.8,5.6,5
bloat,3,4.8,4.8,4
piled,3,5.6,5.4,4
kytes,6,5.0,5.0,4
koels,4,5.4,5.0,4
maced,5,6.8,5.4,6
goxes,8,7.8,6.2,8
pease,7,5.4,6.4,6
biggy,5,5.2,6.4,5
virls,6,6.8,5.0,5
vampy,5,5.2,6.4,5
purer,6,4.8,4.8,6
velar,3,4.4,5.0,6
solos,7,7.4,7.2,7
unwit,4,4.8,4.4,5
gauzy,4,5.0,4.4,4
cured,3,5.2,4.6,4
segni,4,4.4,4.4,7
colby,3,5.0,6.2,4
spits,6,5.0,5.6,5
ludes,4,4.8,4.8,2
erses,5,7.4,6.0,4
valve,5,5.4,5.6,7
porch,4,4.2,4.8,4
jukes,6,6.2,5.8,7
zeins,5,6.2,5.4,6
vrows,8,7.2,7.4,8
roomy,6,4.2,5.6,5
hissy,5,5.4,5.2,8
bosky,4,6.0,5.4,5
fibre,4,4.2,5.0,4
oaths,5,4.8,5.0,6
stele,5,5.2,5.8,5
aviso,5,5.2,2.6,2
debit,3,4.6,3.8,4
pinup,6,5.4,3.8,4
rooks,5,5.8,7.6,6
holla,7,5.2,5.6,7
cager,4,6.4,6.0,5
niter,5,5.2,5.6,5
umbel,5,4.0,4.4,4
gussy,6,5.2,4.2,7
drugs,4,5.8,3.8,5
stoat,5,5.4,5.0,4
jatos,5,6.0,6.2,7
dagga,5,4.6,4.2,6
twice,4,4.8,4.4,4
erugo,8,5.4,2.0,2
added,5,6.8,3.2,4
flyby,4,4.4,4.2,4
llama,6,5.0,5.6,5
rases,11,5.2,9.0,12
culpa,4,5.2,4.2,4
riced,4,6.4,4.4,5
midis,4,5.0,3.0,4
fecks,9,7.0,6.4,7
twits,5,5.6,5.6,6
batty,5,6.0,7.8,6
aures,2,4.6,3.8,2
stirs,8,5.2,4.6,8
taped,3,5.4,6.4,5
dimer,4,5.8,6.4,5
logan,5,5.2,5.4,4
epode,5,5.0,5.2,6
emeus,7,4.6,5.0,4
octyl,4,4.0,4.8,4
sates,11,6.2,8.4,11
cutch,7,4.4,5.4,6
pussy,5,6.6,5.0,6
bises,7,6.4,6.6,7
flare,7,5.4,5.2,7
septa,4,5.2,5.8,5
short,4,4.8,5.4,5
wight,8,5.2,7.4,8
laker,8,6.6,8.2,8
culch,6,5.2,4.6,5
float,5,5.0,6.0,6
plait,3,5.6,4.0,4
spake,5,5.0,5.8,6
lingo,3,5.4,3.8,5
cymes,5,5.2,5.4,3
umami,5,5.2,2.8,3
leads,4,4.4,5.2,4
pocks,4,7.6,5.8,5
trend,4,5.2,5.6,4
haiku,3,4.0,3.4,4
ozone,4,4.4,5.8,5
rupee,7,5.4,5.0,7
clump,4,4.6,4.8,4
egest,7,5.4,5.2,6
yores,9,5.8,5.4,10
sadhu,4,4.2,2.0,2
kaons,4,5.6,5.0,7
taboo,3,5.0,5.0,5
tines,3,5.2,5.6,4
mudra,5,5.2,2.2,3
myrrh,3,4.0,3.8,3
ashen,4,4.6,4.8,4
rearm,4,5.8,4.8,4
trout,5,4.8,4.6,6
polys,4,5.6,6.6,4
raphe,4,4.4,4.0,4
tsade,3,6.8,6.0,4
frass,8,5.6,6.6,7
boney,3,5.2,5.8,4
exult,6,4.0,3.6,4
tulle,3,3.6,4.2,4
glide,4,5.2,5.0,4
tawie,3,4.6,4.8,3
duped,5,5.4,5.0,4
hyped,5,4.6,5.8,4
tabun,4,4.0,4.6,4
fatwa,6,4.4,5.2,5
munis,3,4.6,4.0,4
rosin,2,4.0,4.6,3
fonds,5,5.0,5.2,6
leavy,6,6.0,5.8,6
rajah,4,4.8,5.4,5
stymy,5,4.2,4.0,3
copal,4,5.0,5.2,5
sials,5,6.6,5.6,15
smear,7,5.0,6.2,9
kurta,3,4.2,4.6,5
lathi,3,5.0,5.2,4
merks,5,5.2,5.4,5
knees,5,5.0,5.4,5
merer,4,5.6,4.8,3
snack,5,4.0,6.2,5
desex,4,3.4,4.4,4
ducky,5,5.0,4.8,5
abaci,4,5.4,3.6,5
tofus,4,5.4,5.2,5
whisk,4,4.4,4.8,5
cotes,2,7.4,6.2,3
beget,5,4.6,4.8,4
gloms,5,6.2,6.2,6
brant,3,5.6,5.4,3
poppy,7,5.8,5.6,8
snell,5,4.4,5.4,5
amuck,5,4.6,3.4,3
spiel,4,5.0,5.0,4
tares,1,5.2,7.0,2
privy,5,5.0,6.0,5
piing,4,4.8,4.2,4
murre,6,4.6,5.0,7
edify,6,4.0,5.2,5
ottos,7,4.8,5.8,8
newer,5,4.8,5.2,4
boats,4,5.8,5.8,5
almug,5,4.2,3.8,3
tepid,4,3.0,4.6,4
clapt,3,5.0,5.2,4
ficin,4,5.2,4.2,4
murid,4,4.6,3.2,3
cebid,4,5.4,4.0,4
aloof,6,5.2,3.6,5
front,4,4.6,4.4,3
skats,7,6.2,5.6,8
tells,3,5.8,6.2,7
grasp,7,4.0,5.2,6
motet,5,5.2,5.8,5
treks,3,5.6,6.8,3
pings,5,6.6,6.8,4
licit,4,4.8,3.8,4
sewan,6,5.0,4.6,5
hoggs,6,5.8,4.6,4
ajiva,4,5.6,5.2,4
crude,4,4.4,3.0,3
unfit,5,5.2,4.6,6
known,5,4.8,5.2,5
myope,4,4.2,4.6,5
cabob,5,5.0,5.8,6
gorse,4,6.0,6.0,5
oribi,4,4.2,4.6,6
pedro,5,4.8,2.8,2
spies,5,4.4,6.4,9
wipes,6,5.2,6.6,7
clags,7,5.8,6.6,6
conus,3,6.2,4.4,4
scuds,4,4.4,4.2,4
shady,3,4.8,4.4,4
shins,6,4.8,5.8,6
perms,4,6.0,6.4,4
sonar,3,5.4,4.8,4
slain,3,4.8,4.6,4
raggy,5,5.2,6.6,4
above,5,4.0,5.6,6
orach,6,4.2,5.6,6
adoze,5,5.4,4.4,5
sneck,4,4.4,4.6,4
craze,8,5.2,7.0,8
resid,3,4.6,4.4,3
sades,8,7.0,7.8,8
metes,6,5.6,5.6,4
gigas,7,5.6,6.2,8
mushy,6,5.4,6.0,6
clonk,3,4.2,5.6,4
males,6,4.6,6.8,6
topes,5,6.6,6.6,6
brisk,7,5.4,5.0,7
waked,7,4.2,7.0,9
moist,4,5.6,5.0,5
morph,4,4.2,4.2,4
cased,5,6.0,5.6,7
trock,4,4.4,5.2,5
lenis,3,5.8,4.8,3
fores,8,5.4,7.6,9
campi,4,4.8,4.6,5
spier,4,5.2,5.8,5
knaur,4,4.8,4.2,4
cheep,4,5.0,4.4,4
unity,3,3.8,4.2,3
anele,6,5.4,5.0,5
boson,4,5.6,4.8,4
okras,3,5.0,5.6,7
tilak,3,4.2,5.2,4
namer,3,7.2,5.8,4
sucre,4,5.4,4.8,3
jiffy,6,6.4,6.0,7
loons,5,5.2,7.2,4
elide,5,4.8,4.8,5
canny,5,5.2,6.6,5
yacht,3,4.4,4.6,4
seise,6,4.6,5.8,6
limas,4,4.6,5.2,5
crisp,4,4.0,5.2,4
geode,4,3.8,5.2,5
piece,4,5.8,4.8,4
bolar,3,4.6,5.2,5
usque,6,4.8,4.0,6
dixit,6,5.8,4.0,4
truth,5,4.8,4.4,6
ragee,6,6.4,6.0,9
spool,6,4.8,5.4,6
shier,3,5.4,5.4,4
pubes,4,6.0,5.0,5
pagod,4,4.4,3.4,4
dears,3,5.4,4.2,3
amnia,5,4.8,4.2,5
under,5,4.2,2.6,3
flump,5,5.2,5.0,5
brugh,4,4.8,4.4,4
jurat,3,4.2,4.2,5
plage,4,6.0,6.0,5
disci,4,5.2,4.4,4
fraud,5,5.0,4.4,6
cotan,3,4.0,4.4,4
mused,5,5.8,5.4,4
smolt,4,4.0,4.6,5
cater,4,7.8,6.6,4
sonsy,5,5.4,5.4,5
neums,6,6.0,4.4,3
polar,2,4.4,5.0,4
shook,5,5.0,5.8,5
reran,6,5.6,4.8,7
lunch,3,5.0,4.6,4
ceiba,3,4.4,4.8,4
melic,4,4.0,4.0,4
baize,4,5.4,5.2,4
grump,4,5.2,4.4,4
satay,4,4.8,4.8,4
agria,3,4.2,3.4,3
atlas,4,4.4,4.8,3
clunk,4,5.0,4.6,4
jerks,8,7.8,6.0,7
sered,5,5.2,4.2,3
flout,5,5.2,4.2,7
adobo,5,4.4,2.0,2
flues,7,5.2,4.8,6
inept,4,4.6,4.6,5
argle,8,4.8,5.0,3
silex,3,4.2,4.8,4
miner,5,4.8,7.4,5
banks,6,6.8,5.6,5
amigo,5,4.8,2.8,4
funds,4,5.2,4.6,5
fichu,4,4.2,3.8,4
moans,3,5.4,5.2,5
mamas,8,5.8,7.6,6
targe,2,5.2,5.0,3
farms,6,5.4,6.6,7
wheen,5,4.6,4.6,5
havoc,4,5.2,5.2,6
navvy,6,6.6,7.2,7
conks,4,6.4,6.2,4
dices,3,7.2,4.2,5
sedan,5,4.2,4.4,4
dorps,4,4.6,5.4,3
curve,4,5.6,5.4,5
satis,3,5.2,5.2,4
camos,4,5.2,5.8,6
teams,4,7.6,6.0,4
thirl,3,4.6,4.8,3
vimen,4,5.6,4.8,4
skell,7,5.2,6.0,5
stats,7,5.6,6.4,9
smews,6,5.8,4.2,6
sedgy,4,4.6,4.0,2
blame,5,5.4,5.0,5
cents,4,6.2,6.2,4
grill,6,5.2,5.8,5
theme,4,4.8,4.8,4
autos,3,4.4,2.0,2
could,3,5.2,4.2,4
rigid,4,4.0,4.6,5
years,10,5.8,8.0,10
kelly,5,5.6,5.4,4
annas,6,5.6,5.8,5
unmew,4,4.2,4.6,5
ovine,5,3.8,4.6,6
wants,6,5.6,5.4,6
usury,5,4.2,4.8,5
stays,8,6.2,6.2,8
joust,4,4.2,4.8,4
coapt,3,5.0,5.0,4
slots,6,6.0,5.8,6
jnana,5,5.4,5.8,6
ichor,5,4.4,4.0,5
resin,3,5.0,4.4,4
bohea,3,4.4,4.6,4
tween,3,4.0,4.6,4
index,5,4.6,5.4,5
lunet,3,4.8,4.4,3
birls,4,4.8,5.2,3
guyed,3,5.4,5.2,7
tamer,3,5.6,5.4,4
lavas,7,6.2,5.0,6
fully,7,4.8,4.8,7
wenny,6,5.6,5.8,6
locks,4,5.8,6.6,4
skank,7,4.6,6.2,7
snipe,5,4.2,4.8,6
whews,6,6.6,6.4,5
lazar,5,5.6,5.0,6
sixth,3,5.0,4.2,4
servo,4,4.8,4.4,2
ramal,4,4.8,5.0,5
cumin,3,5.4,3.2,4
acred,3,5.6,5.2,4
harts,6,5.6,7.0,6
acids,4,5.0,3.2,4
adust,5,5.2,2.4,2
plugs,4,5.0,3.4,4
loggy,7,5.6,7.6,7
gulps,4,4.8,4.4,5
begin,4,4.6,4.8,5
spike,4,6.0,6.8,5
putty,3,4.4,5.2,4
cimex,4,4.6,5.0,5
eject,6,5.0,5.2,4
fayed,7,5.2,7.6,9
cults,4,4.4,6.2,3
alack,6,4.0,4.2,5
crape,5,5.0,5.0,5
slats,6,5.4,6.8,8
veena,6,4.4,5.6,5
whens,4,5.0,4.8,4
balsa,6,5.6,5.6,5
terce,4,5.0,4.4,4
gofer,7,5.4,5.8,8
prexy,6,5.6,4.6,6
mixup,4,4.4,4.0,3
shako,4,5.8,4.6,7
fumes,5,5.2,5.2,5
lweis,5,5.0,3.6,3
wafer,6,6.0,7.0,8
sport,5,4.6,6.0,6
stock,5,5.6,6.4,6
roman,3,4.6,5.0,4
dosed,7,5.8,6.0,4
pekan,6,5.0,5.8,6
hemes,7,6.6,6.0,4
leaks,5,5.4,5.2,5
gonof,5,4.2,4.4,4
coeds,3,5.2,4.0,4
tromp,3,4.4,6.2,4
emeer,7,6.6,5.0,6
hider,5,5.2,4.0,5
paths,6,6.2,6.2,6
cells,3,6.0,7.4,5
diffs,7,6.2,5.6,6
tikis,5,5.4,4.2,6
relax,6,5.4,5.2,6
moras,3,5.2,5.8,4
gumbo,4,4.4,4.2,3
krone,6,5.0,6.0,5
smith,3,4.6,4.6,4
demur,4,5.2,3.8,4
parer,4,7.2,7.0,6
ethos,3,4.4,6.4,4
usnea,3,5.4,4.0,3
blase,5,4.6,5.6,4
piped,5,5.6,8.4,6
subah,4,4.4,5.0,3
podia,4,4.4,2.4,2
nonas,5,6.2,5.4,6
sajou,4,4.8,3.8,3
swart,6,4.8,5.8,6
cupid,3,3.8,3.0,4
ruses,6,6.0,5.0,5
rejig,6,3.8,5.2,5
prove,6,5.4,5.6,6
achoo,5,4.8,3.0,3
nemas,4,5.4,6.2,5
snugs,5,4.2,4.8,5
mohel,4,4.2,5.2,5
dicta,3,4.8,3.8,4
crook,6,5.0,4.8,4
chics,5,5.0,5.2,5
waxen,6,6.2,5.8,7
thymy,4,4.0,3.8,3
dirls,3,5.0,5.8,4
honor,4,5.0,4.8,4
woosh,6,4.0,4.6,5
quass,7,5.6,5.8,8
brims,6,5.4,5.6,4
syces,6,4.8,6.0,5
bourn,4,4.8,5.2,5
turds,4,5.8,6.6,4
hebes,6,5.6,6.6,6
punas,4,4.8,5.4,5
swing,5,5.4,4.6,4
treys,4,5.0,5.0,3
medic,4,5.6,4.0,3
evite,6,5.2,4.8,5
jemmy,6,5.0,6.4,6
fests,6,8.4,8.0,6
noses,6,5.4,6.2,6
perks,5,7.0,5.8,5
trail,3,5.4,6.4,3
caper,3,5.8,6.8,4
elegy,5,4.4,5.6,7
canst,3,5.0,4.6,4
inset,4,4.4,4.4,4
tramp,5,5.0,5.4,5
spues,5,4.2,4.6,4
artsy,4,5.0,4.4,3
woald,3,4.8,4.0,4
stela,5,4.6,7.0,6
solei,2,5.0,3.4,3
calfs,6,5.8,5.8,5
crypt,3,3.8,3.6,3
peaks,6,6.2,5.0,5
ables,3,4.8,5.0,3
husky,5,5.6,5.0,5
swain,3,5.4,5.2,7
tonne,5,5.2,5.8,4
baked,6,5.4,8.0,7
codes,4,8.6,7.0,4
kerne,3,5.0,5.2,5
krona,5,5.0,5.0,5
chang,4,4.2,4.4,4
peage,4,4.2,5.2,6
hosey,6,5.8,5.0,6
reeky,5,5.8,5.4,5
breed,5,6.2,7.0,6
ceils,2,5.2,4.6,3
devil,4,4.6,5.2,3
nitty,6,4.6,5.8,5
skegs,8,4.4,5.2,5
yucks,10,7.0,6.8,10
arena,6,4.2,4.6,5
delta,4,5.4,6.0,4
gorps,5,6.0,5.6,5
pyoid,3,4.0,5.4,4
hales,8,9.8,7.8,8
stabs,9,5.6,6.0,6
terai,2,5.8,4.2,3
exons,5,6.0,6.0,6
pukes,5,5.2,6.4,6
lamia,4,4.2,5.2,4
paxes,6,6.2,7.6,7
icons,3,4.2,4.4,4
nelly,5,7.4,6.2,4
tabes,6,6.8,7.2,7
theca,4,5.4,5.4,5
charr,5,4.6,6.2,7
ligan,5,4.2,5.6,6
divan,4,4.4,4.6,6
cabin,4,4.8,3.6,5
snyes,5,5.0,4.4,4
hoked,5,5.4,7.4,7
diary,3,4.2,4.2,5
pouts,4,5.2,4.6,4
haulm,4,4.6,4.4,5
blush,5,5.4,3.8,5
lexes,7,6.4,5.6,7
snick,4,4.6,4.8,4
scudi,3,4.4,2.6,2
hicks,7,6.0,6.4,5
lanky,3,4.6,4.8,4
gismo,5,3.8,3.6,4
selfs,7,5.0,4.4,5
posts,5,5.2,7.8,6
copes,6,6.6,7.4,6
mingy,4,5.2,6.0,4
fusty,4,6.0,5.8,6
tokay,4,4.0,5.6,5
riles,3,5.0,6.8,3
heron,4,4.4,4.4,5
oozes,9,5.6,8.6,8
dream,7,4.6,4.2,7
motel,4,5.2,5.4,4
calos,3,6.4,5.6,6
arhat,6,4.6,3.8,4
pudgy,3,4.8,3.6,3
misos,6,5.2,4.6,6
